Epoch,sparse_flops,val_set_gradient_magnintude,val_set_Hg_magnitude,val_accuracy,test_set_gradient_magnitude,test_set_Hg_magnitude,test_accuracy,individual,sigma
80,399456902416.0,0.1558074355125427,3.943845968024107e-06,84.12,0.1931230425834655,5.382944891607622e-06,82.44,38,0.0087
90,448752283216.0,0.1314237117767334,6.855934316263301e-06,85.02,0.185536578297615,7.711956641287543e-06,82.98,38,0.0087
-1,164402368.0,0.6222416162490845,5.69421729323949e-07,41.88,0.5921773314476013,7.204767484836339e-07,43.28,39,0.0087
0,5096473408.0,0.5380188822746277,7.442139917657187e-07,50.06,0.5163797736167908,7.139283297874499e-07,52.28,39,0.0087
10,54417183808.0,0.2148472070693969,3.76253893819012e-07,83.08,0.2333560436964035,5.031143928135862e-07,81.83,39,0.0087
20,103737894208.0,0.216569185256958,5.246382670520688e-07,83.68,0.2327959835529327,5.432927991932957e-07,81.88,39,0.0087
30,153058604608.0,0.212093710899353,6.79085189858597e-07,83.32,0.2318707406520843,6.638678087256267e-07,81.94,39,0.0087
40,202379315008.0,0.2045008391141891,1.270123789254285e-06,83.98,0.2281157076358795,1.401537247147644e-06,82.26,39,0.0087
50,251700025408.0,0.1811396926641464,1.4861566342005972e-06,84.06,0.204967975616455,2.234478643003968e-06,82.19,39,0.0087
60,301020735808.0,0.1771591007709503,2.534974100854015e-06,84.22,0.2038181126117706,2.422757461317815e-06,82.23,39,0.0087
70,350341446208.0,0.1697984486818313,1.8457836858942755e-06,84.32,0.198249876499176,2.789898871924379e-06,82.3,39,0.0087
80,399662156608.0,0.1555105447769165,3.577197730919579e-06,84.84,0.1890529245138168,4.173525667283684e-06,82.66,39,0.0087
90,448982867008.0,0.133953645825386,5.79247944187955e-06,85.44,0.1770995557308197,5.604064881481463e-06,83.2,39,0.0087
-1,164400640.0,0.4120733141899109,1.0394619494036306e-06,55.02,0.4357422590255737,1.1440295111242449e-06,57.5,40,0.0087
0,5096419840.0,0.3763112127780914,1.1014465144398855e-06,58.96,0.4115595817565918,1.1244060260651167e-06,61.07,40,0.0087
10,54416611840.0,0.2061565369367599,6.012849098624429e-07,82.86,0.2271691560745239,6.718017857565428e-07,81.67,40,0.0087
20,103736803840.0,0.2021959275007248,5.073400757282798e-07,82.98,0.2225993275642395,6.56714064461994e-07,81.99,40,0.0087
30,153056995840.0,0.1990190595388412,5.692069748874928e-07,83.54,0.2170766741037368,6.991276677581482e-07,82.48,40,0.0087
40,202377187840.0,0.1955878585577011,7.504760901611007e-07,84.44,0.2103254795074463,1.116060275307973e-06,82.7,40,0.0087
50,251697379840.0,0.1820829361677169,1.4050772279006196e-06,84.4,0.2071788758039474,1.8936924561785411e-06,82.81,40,0.0087
60,301017571840.0,0.1779816299676895,1.7973104604607215e-06,84.26,0.2052973359823227,2.0148140720266383e-06,82.8,40,0.0087
70,350337763840.0,0.1760140061378479,1.8625215716383536e-06,84.44,0.2007898688316345,2.3309935386350844e-06,82.88,40,0.0087
80,399657955840.0,0.1540281176567077,2.3641302959731547e-06,85.16,0.2029042840003967,3.605957545005367e-06,83.16,40,0.0087
90,448978147840.0,0.1398035436868667,4.228783382131951e-06,84.82,0.1894950270652771,4.920495030091843e-06,83.13,40,0.0087
-1,164116480.0,0.4025744497776031,1.465660034227767e-06,63.44,0.380874365568161,1.1025967978639528e-06,64.61,41,0.0087
0,5087610880.0,0.3796416223049164,9.763263051354445e-07,67.02,0.3507574498653412,1.0257228950649733e-06,68.23,41,0.0087
10,54322554880.0,0.197592943906784,3.698354760217626e-07,84.4,0.2010955661535263,5.072841418041207e-07,81.97,41,0.0087
20,103557498880.0,0.1997469067573547,5.09275309923396e-07,84.42,0.2033265978097915,5.374101306188095e-07,82.11,41,0.0087
30,152792442880.0,0.2020600885152816,5.212733640291844e-07,84.3,0.2069813162088394,6.030068675499933e-07,82.05,41,0.0087
40,202027386880.0,0.2025226354598999,8.136359497257217e-07,84.36,0.2107171416282653,1.0785641961774672e-06,82.21,41,0.0087
50,251262330880.0,0.1928741931915283,1.856032668001717e-06,84.3,0.2038945257663726,1.673381575528765e-06,82.12,41,0.0087
60,300497274880.0,0.1860369890928268,1.4300723023552564e-06,84.28,0.2019565999507904,1.8268508483743064e-06,82.09,41,0.0087
70,349732218880.0,0.1821614056825637,2.237424951090361e-06,83.6,0.1967371255159378,2.1040991668996867e-06,82.14,41,0.0087
80,398967162880.0,0.1588529199361801,3.385551281098742e-06,84.32,0.1839403510093689,3.371910679561552e-06,82.31,41,0.0087
90,448202106880.0,0.1422017216682434,3.5912087241740664e-06,84.68,0.1763503551483154,4.593926405505044e-06,82.57,41,0.0087
-1,164362672.0,0.3297503888607025,8.135083930937981e-07,67.84,0.3392915725708008,8.665992936585099e-07,69.84,42,0.0087
0,5095242832.0,0.3105604648590088,6.809564752074948e-07,70.68,0.3202241361141205,8.430116054114478e-07,72.46,42,0.0087
10,54404044432.0,0.2044007033109665,5.543450356526591e-07,84.02,0.2152949869632721,6.960510177123069e-07,82.78,42,0.0087
20,103712846032.0,0.2035162597894668,6.620464318984887e-07,83.6,0.2159499078989029,7.739564011899347e-07,82.97,42,0.0087
30,153021647632.0,0.2048138529062271,1.020289914777095e-06,84.06,0.2151806950569152,9.021696314448492e-07,83.26,42,0.0087
40,202330449232.0,0.1962804049253463,1.3868900623492664e-06,84.48,0.2060499638319015,1.7235203131349408e-06,83.27,42,0.0087
50,251639250832.0,0.1849938035011291,2.645740551088238e-06,84.88,0.2001688182353973,2.790607140923385e-06,83.23,42,0.0087
60,300948052432.0,0.1780483573675155,1.6232230564128258e-06,84.48,0.1949574053287506,3.008379508173676e-06,83.26,42,0.0087
70,350256854032.0,0.1748445332050323,2.5871875095617725e-06,85.0,0.1903998106718063,3.373462050149101e-06,83.27,42,0.0087
80,399565655632.0,0.1560603976249694,4.37731387137319e-06,85.32,0.1785506010055542,5.044098998041591e-06,83.42,42,0.0087
90,448874457232.0,0.1422646790742874,5.915455403737724e-06,85.2,0.1703106760978698,6.462505098170368e-06,83.86,42,0.0087
-1,163977424.0,0.6521726250648499,4.963429205417924e-07,39.62,0.6497711539268494,6.595864192604495e-07,41.46,43,0.0087
0,5083300144.0,0.5736550688743591,5.296276981425763e-07,46.04,0.5733065009117126,6.594597152798087e-07,46.97,43,0.0087
10,54276527344.0,0.2372816056013107,7.575404197268654e-07,82.62,0.2501935362815857,7.202501706160547e-07,81.51,43,0.0087
20,103469754544.0,0.2363745272159576,5.394027766669751e-07,83.06,0.2455230355262756,7.537706778748543e-07,81.92,43,0.0087
30,152662981744.0,0.2252716720104217,5.883515541427187e-07,83.88,0.2403531223535537,8.235616633101017e-07,82.41,43,0.0087
40,201856208944.0,0.2030577659606933,1.0003851684814435e-06,84.78,0.218814730644226,1.1032470865757205e-06,82.98,43,0.0087
50,251049436144.0,0.1785618662834167,1.5020418686617631e-06,84.7,0.2057465463876724,1.6360561403416796e-06,82.77,43,0.0087
60,300242663344.0,0.1788199841976165,1.3173438446756336e-06,84.32,0.200213998556137,1.7879209508464555e-06,82.77,43,0.0087
70,349435890544.0,0.1711262166500091,1.4444353837461676e-06,84.48,0.194428876042366,2.022023181780241e-06,82.95,43,0.0087
80,398629117744.0,0.1530482470989227,2.682934564290917e-06,84.58,0.1787700206041336,3.018429879375617e-06,82.8,43,0.0087
90,447822344944.0,0.1324010789394378,2.7375381250749342e-06,85.28,0.1827568262815475,4.069228452863172e-06,83.16,43,0.0087
-1,164410336.0,0.5367258787155151,6.236534773051972e-07,28.32,0.5325506329536438,6.186218115544762e-07,30.95,44,0.0087
0,5096720416.0,0.4675150215625763,4.889331535196106e-07,35.26,0.4658618569374084,6.330320729830419e-07,38.79,44,0.0087
10,54419821216.0,0.2028076350688934,6.120475291027105e-07,81.88,0.2335788309574127,6.627851121265849e-07,80.27,44,0.0087
20,103742922016.0,0.209637776017189,7.595066904286796e-07,82.38,0.2327312976121902,6.785680284338014e-07,80.61,44,0.0087
30,153066022816.0,0.2062207162380218,8.029493869798898e-07,83.06,0.2338416874408722,7.596796081088542e-07,81.15,44,0.0087
40,202389123616.0,0.1947842687368393,1.275450699722569e-06,83.16,0.2260248512029647,1.192659397020179e-06,81.76,44,0.0087
50,251712224416.0,0.1839971840381622,1.2412624528224114e-06,83.82,0.2230518013238906,1.81434472779074e-06,82.14,44,0.0087
60,301035325216.0,0.1842371374368667,2.818522261804901e-06,83.3,0.222317025065422,1.9258498014096403e-06,82.13,44,0.0087
70,350358426016.0,0.1777203828096389,1.7343470517516837e-06,83.74,0.2211324125528335,2.196336708948365e-06,82.21,44,0.0087
80,399681526816.0,0.1627089083194732,3.134157395834336e-06,84.24,0.2114648818969726,3.3324479318253e-06,82.65,44,0.0087
90,449004627616.0,0.1450247168540954,3.551905820131651e-06,84.1,0.1959120482206344,4.561672994896071e-06,82.99,44,0.0087
-1,164513584.0,0.4579793810844421,9.524764550405962e-07,62.52,0.4357427656650543,1.0617719681249582e-06,65.9,45,0.0087
0,5099921104.0,0.4248502254486084,8.885398870006611e-07,67.58,0.4000291526317596,1.0062251476483652e-06,69.7,45,0.0087
10,54453996304.0,0.2072154134511947,3.548583151768981e-07,84.46,0.2257475703954696,6.151022375888715e-07,83.07,45,0.0087
20,103808071504.0,0.2089153677225113,4.476935089314793e-07,83.54,0.2269660234451294,6.5714039010345e-07,83.17,45,0.0087
30,153162146704.0,0.2038842886686325,4.542380338534713e-07,84.28,0.2288219183683395,7.362149290202069e-07,83.27,45,0.0087
40,202516221904.0,0.1944235265254974,8.96202379863098e-07,84.2,0.2278579473495483,1.3775045317743206e-06,82.86,45,0.0087
50,251870297104.0,0.1775260418653488,1.6139824765559752e-06,83.98,0.2242393046617508,2.3387765395455062e-06,82.66,45,0.0087
60,301224372304.0,0.1777003705501556,1.3881323184250505e-06,84.42,0.2222228199243545,2.5706819997139974e-06,82.61,45,0.0087
70,350578447504.0,0.1714695394039154,2.517905386412167e-06,83.98,0.2213832885026931,2.941584625659744e-06,82.5,45,0.0087
80,399932522704.0,0.1477347165346145,3.1628824217477813e-06,84.88,0.2120448946952819,4.601161435857648e-06,82.79,45,0.0087
90,449286597904.0,0.1306132078170776,4.732021807285491e-06,85.32,0.2249551862478256,6.353968728944892e-06,83.0,45,0.0087
-1,164231152.0,0.4275846779346466,8.393263897232828e-07,62.04,0.4333565831184387,9.715195119497366e-07,63.6,46,0.0087
0,5091165712.0,0.3986193239688873,7.455792001564987e-07,66.42,0.4099320769309997,9.450996003579348e-07,66.55,46,0.0087
10,54360511312.0,0.2237674742937088,4.994262781110592e-07,82.54,0.2377355694770813,7.199106448751991e-07,81.06,46,0.0087
20,103629856912.0,0.217316061258316,6.152999389996694e-07,83.3,0.235525295138359,7.550020200142171e-07,81.22,46,0.0087
30,152899202512.0,0.2237111926078796,6.714167852805986e-07,83.64,0.2335677593946457,8.234827078013041e-07,81.41,46,0.0087
40,202168548112.0,0.2105870097875595,1.132920260715764e-06,83.76,0.2250842899084091,1.42476346809417e-06,81.91,46,0.0087
50,251437893712.0,0.1925053149461746,1.5548357623629272e-06,84.68,0.2118223458528518,2.177028136429726e-06,82.22,46,0.0087
60,300707239312.0,0.1887206435203552,1.674450800237537e-06,84.36,0.2106816172599792,2.3459476778953103e-06,82.2,46,0.0087
70,349976584912.0,0.1841832101345062,1.7244393575310824e-06,83.92,0.2061246186494827,2.645120957822656e-06,82.19,46,0.0087
80,399245930512.0,0.1638386845588684,3.28737155541603e-06,84.94,0.1970723867416381,4.111464477318805e-06,82.5,46,0.0087
90,448515276112.0,0.1473104655742645,4.501800049183657e-06,84.84,0.1837763637304306,5.735083504987415e-06,83.07,46,0.0087
-1,164442736.0,0.5728617906570435,5.654925985254522e-07,34.5,0.564569890499115,7.312683578675205e-07,37.9,47,0.0087
0,5097724816.0,0.512860119342804,5.822826096846256e-07,42.68,0.5047810673713684,7.598742399750336e-07,46.35,47,0.0087
10,54430545616.0,0.2334791272878646,6.546665645146277e-07,83.84,0.249065488576889,8.591316031925089e-07,82.51,47,0.0087
20,103763366416.0,0.2338168919086456,6.867438173685514e-07,83.7,0.2462874352931976,8.949424454840482e-07,82.65,47,0.0087
30,153096187216.0,0.2280608117580413,9.37928803068644e-07,83.82,0.242297887802124,1.0030800012827967e-06,82.74,47,0.0087
40,202429008016.0,0.2074758261442184,1.6943386071943678e-06,83.7,0.2226724475622177,1.931486394823878e-06,82.67,47,0.0087
50,251761828816.0,0.1783236414194107,2.9012724098720355e-06,83.88,0.2078066319227218,3.3572939628356835e-06,82.59,47,0.0087
60,301094649616.0,0.178827092051506,3.2318682769982843e-06,83.46,0.2057038396596908,3.595651378418552e-06,82.56,47,0.0087
70,350427470416.0,0.1730611771345138,2.966548890981357e-06,83.72,0.2051957845687866,4.1206612877431326e-06,82.58,47,0.0087
80,399760291216.0,0.1506950855255127,4.784265456692083e-06,84.22,0.2004594057798385,6.104735348344548e-06,83.05,47,0.0087
90,449093112016.0,0.1392194926738739,5.021264769311529e-06,84.94,0.1951300650835037,7.842371815058868e-06,83.41,47,0.0087
-1,164011168.0,0.5175568461418152,5.32789897533803e-07,37.26,0.5108026266098022,7.118036933206895e-07,38.62,48,0.0087
0,5084346208.0,0.4552076160907745,5.487079874910705e-07,43.84,0.4515991508960724,7.044722565296979e-07,45.97,48,0.0087
10,54287696608.0,0.2101481854915619,4.837876872443303e-07,85.38,0.2273724377155304,6.949731528038683e-07,83.02,48,0.0087
20,103491047008.0,0.2099775969982147,7.195311582108843e-07,85.4,0.2271539717912674,7.211221486613795e-07,83.16,48,0.0087
30,152694397408.0,0.2077274024486541,7.38463029392733e-07,85.34,0.2283962368965149,8.005760605556134e-07,83.24,48,0.0087
40,201897747808.0,0.2033577561378479,1.576812451276055e-06,85.2,0.2269756495952606,1.301248516938358e-06,83.13,48,0.0087
50,251101098208.0,0.1834924668073654,1.585756876920641e-06,84.68,0.2112221717834472,2.0876627786492463e-06,82.91,48,0.0087
60,300304448608.0,0.1802161037921905,1.912992729558028e-06,85.4,0.20695461332798,2.285599066453869e-06,82.81,48,0.0087
70,349507799008.0,0.1722944527864456,2.399433924438199e-06,85.26,0.2015567123889923,2.661398184500285e-06,82.79,48,0.0087
80,398711149408.0,0.1526287943124771,5.138415417604847e-06,85.52,0.1827301234006881,3.990003733633785e-06,83.05,48,0.0087
90,447914499808.0,0.1347205340862274,5.841124220751226e-06,85.84,0.1798920780420303,5.264558240014594e-06,83.23,48,0.0087
-1,166566640.0,0.4980336427688598,7.483350259462895e-07,35.54,0.502349317073822,9.234869935426104e-07,36.59,0,0.0098
0,5163565840.0,0.4555385112762451,8.321160294144647e-07,39.96,0.4601772129535675,8.913798978937848e-07,41.34,0,0.0098
10,55133557840.0,0.2104265987873077,6.222420552148833e-07,77.7,0.2307881414890289,6.664265015388082e-07,78.21,0,0.0098
20,105103549840.0,0.2046037018299102,4.458558748865471e-07,78.66,0.2300910800695419,7.321374937419023e-07,78.63,0,0.0098
30,155073541840.0,0.2084352225065231,4.885494604423002e-07,78.6,0.2267098277807235,7.379021553788334e-07,79.01,0,0.0098
40,205043533840.0,0.1963117718696594,9.978872412830242e-07,79.72,0.2273687720298767,1.0442314533065655e-06,79.67,0,0.0098
50,255013525840.0,0.1907223016023636,1.3533768878914998e-06,80.1,0.2220701277256012,1.4921159845471266e-06,80.01,0,0.0098
60,304983517840.0,0.1902172118425369,1.692127170827007e-06,80.68,0.2208440452814102,1.5633410157533945e-06,80.01,0,0.0098
70,354953509840.0,0.1872113496065139,1.3851063158654142e-06,80.44,0.2178433239459991,1.8169841951021224e-06,80.2,0,0.0098
80,404923501840.0,0.1762966513633728,2.8663905595749384e-06,81.44,0.2090277522802353,2.9103534870955627e-06,80.38,0,0.0098
90,454893493840.0,0.1608305275440216,3.188488108207821e-06,81.72,0.202137678861618,4.21476261180942e-06,80.83,0,0.0098
-1,166721680.0,0.3763220310211181,7.207021894828358e-07,51.22,0.3729527592658996,6.768771640963678e-07,53.65,1,0.0098
0,5168372080.0,0.3425936698913574,7.059092581584991e-07,57.14,0.3408291637897491,6.303962436504662e-07,58.68,1,0.0098
10,55184876080.0,0.1877075284719467,5.416795261226071e-07,75.98,0.1945704221725464,7.063149496389087e-07,76.25,1,0.0098
20,105201380080.0,0.1866310387849807,7.027755941635405e-07,76.18,0.1942874193191528,7.335621035053919e-07,76.72,1,0.0098
30,155217884080.0,0.1917655915021896,6.267655976444075e-07,76.52,0.197859302163124,8.657718808535719e-07,77.4,1,0.0098
40,205234388080.0,0.1914118528366089,1.0880941090363194e-06,78.24,0.212330162525177,1.523159767202742e-06,78.6,1,0.0098
50,255250892080.0,0.1898193508386612,2.249789076813613e-06,79.42,0.2166113853454589,2.3224297365231905e-06,78.87,1,0.0098
60,305267396080.0,0.1892393082380294,2.585521770015476e-06,79.4,0.2182284742593765,2.535559360694606e-06,78.86,1,0.0098
70,355283900080.0,0.183510884642601,2.0182108073640848e-06,79.04,0.216689184308052,2.9157736207707785e-06,78.92,1,0.0098
80,405300404080.0,0.1708156764507293,4.5485535338229965e-06,79.96,0.2195822298526764,4.883087058260571e-06,79.13,1,0.0098
90,455316908080.0,0.1612437516450882,5.509446509677218e-06,80.56,0.2040660381317138,7.058572464302415e-06,79.61,1,0.0098
-1,166694368.0,0.7627594470977783,6.99728047948156e-07,11.72,0.7338618040084839,8.197561101042083e-07,13.65,2,0.0098
0,5167525408.0,0.6422447562217712,8.644598210594268e-07,17.56,0.6140682101249695,8.230107937379216e-07,19.6,2,0.0098
10,55175835808.0,0.2288196086883545,5.39361167284369e-07,78.74,0.2317460477352142,6.382062451848469e-07,77.9,2,0.0098
20,105184146208.0,0.2208475619554519,5.406584477896104e-07,79.64,0.228520467877388,6.459982841988676e-07,78.22,2,0.0098
30,155192456608.0,0.2139444649219513,5.621622563012352e-07,79.48,0.2272135615348816,6.485601034000865e-07,78.56,2,0.0098
40,205200767008.0,0.2172483056783676,9.143165016212152e-07,79.32,0.2357447445392608,1.180996605398832e-06,78.29,2,0.0098
50,255209077408.0,0.1981751024723053,1.4472591374214971e-06,79.96,0.2337464094161987,1.9327571862959303e-06,78.69,2,0.0098
60,305217387808.0,0.198463499546051,2.317618736924487e-06,79.1,0.2325391173362732,2.147961595255765e-06,78.69,2,0.0098
70,355225698208.0,0.1938358098268509,2.1232351627986645e-06,79.78,0.2302035689353943,2.474309894751059e-06,78.84,2,0.0098
80,405234008608.0,0.1745604425668716,4.2796200432349e-06,79.36,0.2326168864965438,4.0261002141050994e-06,78.82,2,0.0098
90,455242319008.0,0.1518346071243286,4.082027317053871e-06,80.24,0.2168938070535659,5.746421720687067e-06,79.41,2,0.0098
-1,166594864.0,0.9058811068534852,5.167909762349154e-07,14.44,0.8656606078147888,5.18166586971347e-07,15.88,3,0.0098
0,5164440784.0,0.7315198183059692,4.47742223741443e-07,17.18,0.6954213976860046,5.30510305907228e-07,18.78,3,0.0098
10,55142899984.0,0.2101606279611587,4.499129602208997e-07,75.94,0.2226315885782241,6.296662036220368e-07,74.9,3,0.0098
20,105121359184.0,0.2099740356206894,6.18633293925086e-07,76.78,0.2223950773477554,6.658266329395701e-07,75.43,3,0.0098
30,155099818384.0,0.2080882787704467,4.894174594483047e-07,77.54,0.2232664823532104,7.411370006593643e-07,75.93,3,0.0098
40,205078277584.0,0.2076514214277267,9.805015679376083e-07,78.92,0.227974385023117,1.2259604318387574e-06,77.16,3,0.0098
50,255056736784.0,0.1950646936893463,1.6573368384342757e-06,79.3,0.2263109982013702,1.93760979527724e-06,77.65,3,0.0098
60,305035195984.0,0.196708396077156,2.209217200288549e-06,79.14,0.2250886410474777,2.103297447320074e-06,77.82,3,0.0098
70,355013655184.0,0.1928387135267257,1.5006821740826126e-06,79.1,0.2195984125137329,2.367941988268285e-06,78.04,3,0.0098
80,404992114384.0,0.1749937236309051,3.202718289685436e-06,79.9,0.2220016866922378,3.76238017452124e-06,78.8,3,0.0098
90,454970573584.0,0.1574898809194564,4.958360477758106e-06,80.5,0.1946706771850586,5.259156750980765e-06,79.17,3,0.0098
-1,166550704.0,0.5116767883300781,3.869972999837046e-07,19.54,0.5321805477142334,6.061864610273915e-07,21.86,4,0.0098
0,5163071824.0,0.4347769916057586,5.754279754910385e-07,27.38,0.4563637375831604,6.001296242175158e-07,29.89,4,0.0098
10,55128283024.0,0.1918047219514846,6.721026011291542e-07,75.76,0.2214418947696685,6.888369057378441e-07,74.44,4,0.0098
20,105093494224.0,0.1945069581270218,5.975797421342577e-07,76.48,0.2248558551073074,7.325081696762936e-07,74.96,4,0.0098
30,155058705424.0,0.2006532549858093,7.073238066368503e-07,76.62,0.232304111123085,8.656104455440072e-07,75.63,4,0.0098
40,205023916624.0,0.205360397696495,1.3286057765071746e-06,78.16,0.2408232241868972,1.7706726112010074e-06,76.95,4,0.0098
50,254989127824.0,0.1988783925771713,2.791113729472272e-06,78.78,0.2401241213083267,3.1597251108905766e-06,77.33,4,0.0098
60,304954339024.0,0.1945638060569763,2.6971065381076187e-06,77.88,0.2385620176792144,3.462925860731048e-06,77.37,4,0.0098
70,354919550224.0,0.1910679042339325,2.872411187127e-06,78.64,0.2429137378931045,4.078932761331089e-06,77.56,4,0.0098
80,404884761424.0,0.1734471470117569,4.881766926700948e-06,79.42,0.2366356551647186,6.705690339003922e-06,77.9,4,0.0098
90,454849972624.0,0.154311403632164,6.690400823572418e-06,79.82,0.2393751889467239,8.967365829448681e-06,78.4,4,0.0098
-1,166521616.0,0.6080758571624756,8.311801025229215e-07,22.42,0.6209675669670105,7.167037665567477e-07,23.85,5,0.0098
0,5162170096.0,0.5361641049385071,6.466451623055036e-07,28.22,0.5578864812850952,7.275863254108117e-07,28.54,5,0.0098
10,55118654896.0,0.2226950675249099,5.653848234032921e-07,71.76,0.2607924938201904,6.505282499347231e-07,70.02,5,0.0098
20,105075139696.0,0.2208715081214904,6.097403684179881e-07,72.38,0.2553891241550445,7.222519684546569e-07,71.72,5,0.0098
30,155031624496.0,0.2148748934268951,5.736992534366436e-07,74.98,0.2507428228855133,8.494781695844722e-07,73.28,5,0.0098
40,204988109296.0,0.2064969688653946,1.1038216598535655e-06,76.98,0.2430340349674224,1.5881628314673435e-06,76.24,5,0.0098
50,254944594096.0,0.1860706508159637,2.129422682628501e-06,76.92,0.2400875091552734,2.554608045102213e-06,76.75,5,0.0098
60,304901078896.0,0.1843868643045425,1.8882667518482776e-06,77.72,0.2377407699823379,2.74945250566816e-06,76.81,5,0.0098
70,354857563696.0,0.1818696558475494,2.712688228712068e-06,77.06,0.2365485280752182,3.081131808357896e-06,76.72,5,0.0098
80,404814048496.0,0.1620740443468094,3.119572966170381e-06,78.26,0.232406809926033,4.4504195102490485e-06,77.05,5,0.0098
90,454770533296.0,0.1473359167575836,5.525954293261748e-06,79.38,0.2361374497413635,5.7458632909401786e-06,77.85,5,0.0098
-1,166750144.0,0.4554568827152252,4.119900438581681e-07,41.7,0.4532430469989776,5.066750077276083e-07,43.74,6,0.0098
0,5169254464.0,0.4166441559791565,3.1087660090634017e-07,46.9,0.4177103340625763,5.199506176722934e-07,48.31,6,0.0098
10,55194297664.0,0.1960162073373794,5.000165970159287e-07,77.2,0.2192713916301727,6.330836868073675e-07,76.18,6,0.0098
20,105219340864.0,0.1994166672229766,5.457343377202051e-07,78.7,0.21851646900177,6.607982072637242e-07,76.73,6,0.0098
30,155244384064.0,0.2108283787965774,7.703065421083011e-07,78.4,0.2208932787179947,7.723559747319086e-07,77.06,6,0.0098
40,205269427264.0,0.2132248282432556,1.7704026049614183e-06,79.64,0.2344902455806732,1.6244185871983063e-06,77.16,6,0.0098
50,255294470464.0,0.2012341022491455,3.03982301375072e-06,78.98,0.2315010726451873,3.1651211429561954e-06,76.86,6,0.0098
60,305319513664.0,0.196830928325653,3.290541826572735e-06,78.74,0.2298694550991058,3.523250143189216e-06,76.69,6,0.0098
70,355344556864.0,0.1935240924358368,4.054041710332967e-06,78.62,0.2269085049629211,4.104479103261838e-06,76.95,6,0.0098
80,405369600064.0,0.1677333563566208,4.70487884740578e-06,79.54,0.221879094839096,6.347205271595158e-06,77.26,6,0.0098
90,455394643264.0,0.1512781828641891,6.811597359046573e-06,79.78,0.2206043452024459,8.176084520528093e-06,77.94,6,0.0098
-1,166745872.0,0.5495772361755371,5.243485361461353e-07,19.32,0.5637410879135132,5.877760713701718e-07,19.63,7,0.0098
0,5169122032.0,0.4908942878246307,6.052140406609396e-07,23.36,0.5053759217262268,6.041448727955867e-07,24.57,7,0.0098
10,55192883632.0,0.2147780805826187,6.888586199238489e-07,75.92,0.2490230798721313,7.287693506441428e-07,75.37,7,0.0098
20,105216645232.0,0.210643470287323,4.849303536502703e-07,76.62,0.2443278282880783,7.310144383154693e-07,76.36,7,0.0098
30,155240406832.0,0.2037719786167144,5.725864866690245e-07,77.4,0.2407616078853607,7.095501359799528e-07,76.89,7,0.0098
40,205264168432.0,0.2081288844347,6.636033162976673e-07,78.4,0.238473579287529,1.0744777227955635e-06,77.42,7,0.0098
50,255287930032.0,0.1959224939346313,1.4330668136608438e-06,78.32,0.232849046587944,1.7287534319621043e-06,77.5,7,0.0098
60,305311691632.0,0.1971616148948669,1.9494341358949896e-06,79.56,0.2326609343290329,1.8638187384567573e-06,77.48,7,0.0098
70,355335453232.0,0.1905839890241623,1.625912204872293e-06,78.88,0.2295658886432647,2.214671212641406e-06,77.41,7,0.0098
80,405359214832.0,0.1731413453817367,2.597628963485477e-06,79.7,0.2249350696802139,3.73661487174104e-06,77.83,7,0.0098
90,455382976432.0,0.1593576967716217,3.114922947133892e-06,80.06,0.2114392071962356,5.2132163546048105e-06,78.33,7,0.0098
-1,166567744.0,0.4977241456508636,5.349858724912337e-07,34.26,0.481066346168518,6.515685413432948e-07,36.88,8,0.0098
0,5163600064.0,0.4443223178386688,5.272349881124683e-07,39.5,0.4310380220413208,6.538081152029918e-07,42.06,8,0.0098
10,55133923264.0,0.206380546092987,5.586840643445612e-07,75.78,0.2283006012439727,6.934533303137869e-07,75.72,8,0.0098
20,105104246464.0,0.209290400147438,5.410095695879136e-07,76.06,0.2254161387681961,6.960400469324668e-07,76.3,8,0.0098
30,155074569664.0,0.2016302794218063,5.269024541121325e-07,77.62,0.2267235815525055,7.775580002089555e-07,76.96,8,0.0098
40,205044892864.0,0.2057143151760101,8.700250759829942e-07,78.28,0.2248207628726959,1.1450522379163883e-06,77.81,8,0.0098
50,255015216064.0,0.1995869576930999,1.176240175482235e-06,79.32,0.2147305309772491,1.8585824363981367e-06,78.37,8,0.0098
60,304985539264.0,0.1886295676231384,1.7302966170973375e-06,78.6,0.2105816602706909,1.9983733636763645e-06,78.38,8,0.0098
70,354955862464.0,0.1866802722215652,1.6746830624470022e-06,78.62,0.2069338113069534,2.291028749823454e-06,78.38,8,0.0098
80,404926185664.0,0.1695892363786697,2.928619551312295e-06,79.68,0.1895496994256973,3.6183305383019615e-06,78.67,8,0.0098
90,454896508864.0,0.1525668203830719,4.029532647109591e-06,79.5,0.1866111308336258,4.995569270249689e-06,78.74,8,0.0098
-1,166684864.0,0.4857796728610992,3.061312270347117e-07,32.86,0.4784169495105743,3.447025278546789e-07,34.06,9,0.0098
0,5167230784.0,0.4389384686946869,3.57702106157376e-07,36.4,0.4319261610507965,3.558951675586286e-07,37.28,9,0.0098
10,55172689984.0,0.1945415586233139,4.1977980913543433e-07,76.22,0.1999611407518386,5.527923008230573e-07,75.29,9,0.0098
20,105178149184.0,0.1950446814298629,5.392295179262874e-07,76.66,0.2059992551803589,6.019149054736772e-07,75.67,9,0.0098
30,155183608384.0,0.2048864215612411,5.55539600100019e-07,77.24,0.2167786955833435,7.210297212623118e-07,76.17,9,0.0098
